timestamp,asset_id,duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,threat_category,is_attack
2026-01-04 18:39:00,SIG-015,0,tcp,private,REJ,0,0,0,0,0,0,0,0,320,1,0.0,0.0,0.0,0.51,255,1,0.0,0.0,Reconnaissance / Network Scanning,1
2026-01-04 18:42:00,SIG-030,0,tcp,ssh,S0,0,0,0,0,0,0,0,0,265,25,1.0,1.0,0.09,0.05,255,25,0.1,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 18:45:00,SIG-037,0,icmp,ecr_i,SF,64,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,43,1,0.02,0.0,Normal Operation,0
2026-01-04 18:48:00,SIG-029,0,tcp,sunrpc,S0,0,0,0,0,0,0,0,0,227,12,1.0,1.0,0.05,0.06,255,12,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 18:51:00,SIG-022,0,tcp,exec,RSTO,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,1.0,255,1,0.0,0.0,Reconnaissance / Network Scanning,1
2026-01-04 18:54:00,SIG-004,0,tcp,http_443,S0,0,0,0,0,0,0,0,0,122,19,1.0,1.0,0.16,0.07,255,19,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 18:57:00,SIG-020,0,tcp,http,SF,273,784,0,0,0,0,1,0,3,3,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 19:00:00,SIG-032,0,tcp,private,S0,0,0,0,0,0,0,0,0,142,13,1.0,1.0,0.09,0.06,255,9,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:03:00,SIG-036,0,tcp,private,REJ,0,0,0,0,0,0,0,0,246,19,0.0,0.0,0.08,0.07,255,19,0.07,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:06:00,SIG-050,0,tcp,http,S0,0,0,0,0,0,0,0,0,15,14,0.93,1.0,0.93,0.13,255,15,0.06,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:09:00,SIG-004,0,tcp,exec,S0,0,0,0,0,0,0,0,0,115,19,1.0,1.0,0.17,0.06,255,19,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:12:00,SIG-027,0,tcp,private,S0,0,0,0,0,0,0,0,0,108,1,1.0,1.0,0.01,0.06,10,4,0.4,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:15:00,SIG-017,0,tcp,http,SF,295,1214,0,0,0,0,1,0,9,10,0.0,0.0,1.0,0.0,26,255,1.0,0.0,Normal Operation,0
2026-01-04 19:18:00,SIG-012,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,1,17,0.0,0.0,1.0,0.0,2,52,1.0,0.0,Reconnaissance / Network Scanning,1
2026-01-04 19:21:00,SIG-022,0,tcp,private,SH,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,216,1,0.0,0.96,Reconnaissance / Network Scanning,1
2026-01-04 19:24:00,SIG-017,0,tcp,private,REJ,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,56,2,0.02,0.0,Reconnaissance / Network Scanning,1
2026-01-04 19:27:00,SIG-010,0,tcp,netstat,S0,0,0,0,0,0,0,0,0,53,8,1.0,1.0,0.15,0.11,255,8,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:30:00,SIG-001,0,tcp,time,SF,0,4,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,16,16,1.0,0.12,Normal Operation,0
2026-01-04 19:33:00,SIG-022,0,icmp,urp_i,SF,78,0,0,0,0,0,0,0,6,1,0.0,0.0,0.17,0.33,255,22,0.09,0.0,Normal Operation,0
2026-01-04 19:36:00,SIG-026,0,tcp,private,S0,0,0,0,0,0,0,0,0,121,10,1.0,1.0,0.08,0.06,97,12,0.12,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:39:00,SIG-018,0,tcp,auth,S0,0,0,0,0,0,0,0,0,243,4,1.0,1.0,0.02,0.07,255,4,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:42:00,SIG-050,0,udp,domain_u,SF,43,121,0,0,0,0,0,0,31,31,0.0,0.0,1.0,0.0,255,206,0.81,0.0,Normal Operation,0
2026-01-04 19:45:00,SIG-014,0,tcp,ftp_data,SF,26,0,0,0,0,0,1,0,2,2,0.0,0.0,1.0,0.0,255,18,0.07,0.61,Normal Operation,0
2026-01-04 19:48:00,SIG-047,0,tcp,Z39_50,REJ,0,0,0,0,0,0,0,0,193,13,0.0,0.0,0.07,0.07,255,13,0.05,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:51:00,SIG-029,0,tcp,pop_2,REJ,0,0,0,0,0,0,0,0,230,5,0.0,0.0,0.02,0.07,255,5,0.02,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:54:00,SIG-012,0,tcp,gopher,REJ,0,0,0,0,0,0,0,0,259,16,0.0,0.0,0.06,0.05,255,16,0.06,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 19:57:00,SIG-036,0,tcp,http,SF,215,38117,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,67,255,1.0,0.0,Normal Operation,0
2026-01-04 20:00:00,SIG-035,0,tcp,http,SF,331,354,0,0,0,0,1,0,29,29,0.0,0.0,1.0,0.0,102,255,1.0,0.0,Normal Operation,0
2026-01-04 20:03:00,SIG-012,1,tcp,smtp,SF,969,331,0,0,0,0,1,0,1,3,0.0,0.0,1.0,0.0,14,60,0.79,0.0,Normal Operation,0
2026-01-04 20:06:00,SIG-007,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,8,8,0.0,0.0,1.0,0.0,255,252,0.99,0.0,Normal Operation,0
2026-01-04 20:09:00,SIG-029,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,132,8,0.0,0.0,0.06,0.07,255,2,0.01,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 20:12:00,SIG-011,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,245,14,1.0,1.0,0.06,0.06,255,14,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 20:15:00,SIG-033,0,tcp,imap4,S0,0,0,0,0,0,0,0,0,278,10,1.0,1.0,0.04,0.06,255,10,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 20:18:00,SIG-006,0,tcp,daytime,S0,0,0,0,0,0,0,0,0,231,1,1.0,1.0,0.0,0.07,255,1,0.0,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 20:21:00,SIG-047,0,tcp,ftp_data,SF,334,0,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,1,11,1.0,0.0,Unauthorized Remote Access Attempt,1
2026-01-04 20:24:00,SIG-015,0,tcp,http,S1,261,29122,0,0,0,0,1,0,1,1,1.0,1.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 20:27:00,SIG-032,0,tcp,ftp_data,SF,0,848,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,2,2,1.0,0.0,Unauthorized Remote Access Attempt,1
2026-01-04 20:30:00,SIG-011,0,tcp,http,SF,309,418,0,0,0,0,1,0,25,26,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 20:33:00,SIG-023,0,tcp,ssh,REJ,0,0,0,0,0,0,0,0,126,16,0.0,0.0,0.13,0.07,255,16,0.06,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 20:36:00,SIG-026,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,9,1,0.0,0.0,0.11,0.33,255,4,0.02,0.0,Normal Operation,0
2026-01-04 20:39:00,SIG-034,0,tcp,private,S0,0,0,0,0,0,0,0,0,253,12,1.0,1.0,0.05,0.06,255,11,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 20:42:00,SIG-046,0,udp,private,SF,1,0,0,0,0,0,0,0,19,3,0.0,0.0,0.16,0.16,255,3,0.01,0.0,Reconnaissance / Network Scanning,1
2026-01-04 20:45:00,SIG-034,4,tcp,smtp,SF,1088,336,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,106,204,0.73,0.0,Normal Operation,0
2026-01-04 20:48:00,SIG-029,0,tcp,http,SF,226,397,0,0,0,0,1,0,11,11,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 20:51:00,SIG-004,1,tcp,private,RSTR,0,0,0,0,0,0,0,0,114,2,0.0,0.0,0.02,0.56,255,2,0.01,0.0,Reconnaissance / Network Scanning,1
2026-01-04 20:54:00,SIG-017,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,9,3,1.0,1.0,0.33,0.44,255,42,0.16,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 20:57:00,SIG-035,0,tcp,http,SF,262,531,0,0,0,0,1,0,8,45,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 21:00:00,SIG-013,0,tcp,gopher,S0,0,0,0,0,0,0,0,0,257,5,1.0,1.0,0.02,0.06,255,5,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:03:00,SIG-041,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,237,1,1.0,1.0,0.0,0.05,41,1,0.02,0.95,Network Flood / DoS on Signaling Network,1
2026-01-04 21:06:00,SIG-039,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,511,511,0.0,0.0,1.0,0.0,255,200,0.78,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:09:00,SIG-015,0,tcp,smtp,SF,1238,329,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,45,175,0.64,0.0,Normal Operation,0
2026-01-04 21:12:00,SIG-029,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,237,21,1.0,0.95,0.08,0.06,255,2,0.01,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:15:00,SIG-029,0,tcp,private,REJ,0,0,0,0,0,0,0,0,108,15,0.0,0.0,0.14,0.07,255,15,0.06,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:18:00,SIG-011,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,511,511,0.0,0.0,1.0,0.0,255,116,0.45,0.01,Network Flood / DoS on Signaling Network,1
2026-01-04 21:21:00,SIG-032,0,tcp,remote_job,S0,0,0,0,0,0,0,0,0,259,4,1.0,1.0,0.02,0.07,255,4,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:24:00,SIG-002,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,147,147,0.0,0.0,1.0,0.0,255,254,1.0,0.0,Normal Operation,0
2026-01-04 21:27:00,SIG-047,0,tcp,private,S0,0,0,0,0,0,0,0,0,133,3,1.0,1.0,0.02,0.07,255,18,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:30:00,SIG-014,2467,udp,other,SF,147,105,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,255,2,0.01,0.0,Normal Operation,0
2026-01-04 21:33:00,SIG-020,1665,udp,other,SF,146,105,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,182,2,0.01,0.0,Normal Operation,0
2026-01-04 21:36:00,SIG-022,0,tcp,finger,S0,0,0,0,0,0,0,0,0,8,2,1.0,1.0,0.25,0.5,255,64,0.25,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:39:00,SIG-011,0,tcp,http,SF,242,560,0,0,0,0,1,0,29,52,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 21:42:00,SIG-027,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,11,17,0.0,0.0,1.0,0.0,255,148,0.58,0.0,Normal Operation,0
2026-01-04 21:45:00,SIG-003,0,tcp,private,S0,0,0,0,0,0,0,0,0,48,19,1.0,1.0,0.4,0.1,255,19,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:48:00,SIG-017,0,tcp,auth,S0,0,0,0,0,0,0,0,0,238,7,1.0,1.0,0.03,0.07,255,7,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:51:00,SIG-044,0,tcp,http,SF,226,5381,0,0,0,0,1,0,5,16,0.0,0.0,1.0,0.0,73,255,1.0,0.0,Normal Operation,0
2026-01-04 21:54:00,SIG-028,0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,290,25,1.0,1.0,0.09,0.05,255,25,0.1,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 21:57:00,SIG-029,0,tcp,http,SF,212,2839,0,0,0,0,1,0,72,75,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 22:00:00,SIG-021,0,tcp,ftp_data,SF,1342,0,0,0,0,0,1,0,4,4,0.0,0.0,1.0,0.0,53,34,0.64,0.0,Normal Operation,0
2026-01-04 22:03:00,SIG-047,0,tcp,efs,S0,0,0,0,0,0,0,0,0,141,8,1.0,1.0,0.06,0.06,255,8,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 22:06:00,SIG-016,0,udp,private,SF,207,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,100,84,0.84,0.0,Reconnaissance / Network Scanning,1
2026-01-04 22:09:00,SIG-037,0,tcp,domain,S0,0,0,0,0,0,0,0,0,136,5,1.0,1.0,0.04,0.05,255,4,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 22:12:00,SIG-020,0,tcp,http,SF,143,9567,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,61,255,1.0,0.0,Normal Operation,0
2026-01-04 22:15:00,SIG-006,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,11,254,1.0,0.0,Normal Operation,0
2026-01-04 22:18:00,SIG-019,0,tcp,whois,S0,0,0,0,0,0,0,0,0,224,7,1.0,1.0,0.03,0.07,255,7,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 22:21:00,SIG-005,0,tcp,ctf,REJ,0,0,0,0,0,0,0,0,254,8,0.0,0.0,0.03,0.07,255,8,0.03,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 22:24:00,SIG-003,0,tcp,imap4,S0,0,0,0,0,0,0,0,0,287,15,1.0,1.0,0.05,0.06,255,15,0.06,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 22:27:00,SIG-001,0,tcp,netbios_ssn,S0,0,0,0,0,0,0,0,0,286,14,1.0,1.0,0.05,0.06,255,6,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 22:30:00,SIG-038,0,icmp,urp_i,SF,181,0,0,0,0,0,0,0,3,1,0.0,0.0,0.33,1.0,255,17,0.07,0.0,Normal Operation,0
2026-01-04 22:33:00,SIG-015,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,39,9,1.0,1.0,0.23,0.1,255,49,0.19,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 22:36:00,SIG-034,1465,udp,other,SF,147,105,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,255,3,0.01,0.0,Normal Operation,0
2026-01-04 22:39:00,SIG-035,0,udp,domain_u,SF,43,130,0,0,0,0,0,0,323,322,0.0,0.0,1.0,0.01,255,234,0.92,0.0,Normal Operation,0
2026-01-04 22:42:00,SIG-049,0,tcp,http,SF,214,3477,0,0,0,0,1,0,2,2,0.0,0.0,1.0,0.0,2,255,1.0,0.0,Normal Operation,0
2026-01-04 22:45:00,SIG-025,0,tcp,http,SF,267,14496,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,110,255,1.0,0.0,Normal Operation,0
2026-01-04 22:48:00,SIG-024,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,19,102,1.0,0.0,Normal Operation,0
2026-01-04 22:51:00,SIG-012,0,tcp,http,SF,147,33730,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 22:54:00,SIG-018,0,tcp,http,SF,251,403,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,8,255,1.0,0.0,Normal Operation,0
2026-01-04 22:57:00,SIG-015,0,udp,domain_u,SF,46,74,0,0,0,0,0,0,268,268,0.0,0.0,1.0,0.01,255,254,1.0,0.0,Normal Operation,0
2026-01-04 23:00:00,SIG-044,0,tcp,private,S0,0,0,0,0,0,0,0,0,185,3,1.0,1.0,0.02,0.08,255,14,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:03:00,SIG-016,0,tcp,http,SF,287,8420,0,0,0,0,1,0,9,15,0.0,0.0,1.0,0.0,43,255,1.0,0.0,Normal Operation,0
2026-01-04 23:06:00,SIG-027,0,tcp,private,S0,0,0,0,0,0,0,0,0,161,10,1.0,1.0,0.06,0.07,255,10,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:09:00,SIG-008,0,udp,private,SF,28,0,3,0,0,0,0,0,72,72,0.0,0.0,1.0,0.0,255,39,0.15,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:12:00,SIG-046,31849,tcp,private,RSTR,1,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,255,2,0.01,0.0,Reconnaissance / Network Scanning,1
2026-01-04 23:15:00,SIG-025,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,89,25,1.0,1.0,0.28,0.06,255,25,0.1,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:18:00,SIG-017,0,tcp,private,S0,0,0,0,0,0,0,0,0,107,16,1.0,1.0,0.15,0.06,255,13,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:21:00,SIG-029,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,1,16,0.0,0.0,1.0,0.0,2,134,1.0,0.0,Reconnaissance / Network Scanning,1
2026-01-04 23:24:00,SIG-008,0,tcp,http,SF,325,717,0,0,0,0,1,0,21,21,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 23:27:00,SIG-015,1,tcp,smtp,SF,1478,334,0,0,0,0,1,0,1,3,0.0,0.0,1.0,0.0,158,149,0.72,0.0,Normal Operation,0
2026-01-04 23:30:00,SIG-027,0,tcp,http,SF,225,3762,0,0,0,0,1,0,10,10,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-04 23:33:00,SIG-046,0,tcp,name,REJ,0,0,0,0,0,0,0,0,243,11,0.0,0.0,0.05,0.07,255,11,0.04,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:36:00,SIG-050,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,243,22,1.0,1.0,0.09,0.05,255,22,0.09,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:39:00,SIG-007,0,tcp,ftp_data,SF,8173,0,0,0,0,0,1,0,15,15,0.0,0.0,1.0,0.0,70,77,0.74,0.0,Normal Operation,0
2026-01-04 23:42:00,SIG-003,0,tcp,printer,RSTO,0,0,0,0,0,0,0,0,131,18,0.0,0.0,0.14,0.05,255,18,0.07,0.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:45:00,SIG-029,0,tcp,smtp,SF,1003,336,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,205,128,0.51,0.0,Normal Operation,0
2026-01-04 23:48:00,SIG-044,0,tcp,private,S0,0,0,0,0,0,0,0,0,175,13,0.85,1.0,0.07,0.06,255,3,0.01,1.0,Network Flood / DoS on Signaling Network,1
2026-01-04 23:51:00,SIG-024,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,511,511,0.0,0.0,1.0,0.0,255,80,0.31,0.11,Network Flood / DoS on Signaling Network,1
2026-01-04 23:54:00,SIG-003,0,tcp,http,SF,320,1118,0,0,0,0,1,0,18,32,0.0,0.03,1.0,0.0,89,255,1.0,0.0,Normal Operation,0
2026-01-04 23:57:00,SIG-020,0,tcp,ftp,SF,1205,2447,0,0,28,0,1,0,1,1,0.0,0.0,1.0,0.0,255,78,0.31,0.0,Unauthorized Remote Access Attempt,1
2026-01-05 00:00:00,SIG-046,0,tcp,smtp,SF,1852,333,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,175,244,0.97,0.0,Normal Operation,0
2026-01-05 00:03:00,SIG-015,0,tcp,imap4,S0,0,0,0,0,0,0,0,0,201,1,1.0,1.0,0.0,0.06,255,10,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-05 00:06:00,SIG-025,0,tcp,private,S0,0,0,0,0,0,0,0,0,131,17,0.99,1.0,0.13,0.07,255,17,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-05 00:09:00,SIG-030,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1,247,1.0,0.0,Normal Operation,0
2026-01-05 00:12:00,SIG-014,18848,udp,other,SF,147,105,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,255,1,0.0,0.0,Normal Operation,0
2026-01-05 00:15:00,SIG-007,0,tcp,http,SF,251,1553,0,0,0,0,1,0,17,17,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-05 00:18:00,SIG-017,0,tcp,http,SF,228,27085,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-05 00:21:00,SIG-044,0,udp,private,SF,105,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,213,172,0.81,0.0,Normal Operation,0
2026-01-05 00:24:00,SIG-020,13428,tcp,telnet,SF,10287,16696,0,0,0,0,1,1,1,1,0.0,0.0,1.0,0.0,255,12,0.05,0.87,Normal Operation,0
2026-01-05 00:27:00,SIG-036,0,tcp,private,S0,0,0,0,0,0,0,0,0,298,9,1.0,1.0,0.03,0.05,255,9,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-05 00:30:00,SIG-009,0,tcp,http,SF,239,1529,0,0,0,0,1,0,3,6,0.0,0.0,1.0,0.0,145,255,1.0,0.0,Normal Operation,0
2026-01-05 00:33:00,SIG-038,0,tcp,smtp,SF,1689,324,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,39,16,0.41,0.0,Normal Operation,0
2026-01-05 00:36:00,SIG-048,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,9,255,1.0,0.0,Normal Operation,0
2026-01-05 00:39:00,SIG-022,0,tcp,private,S0,0,0,0,0,0,0,0,0,118,7,1.0,1.0,0.06,0.05,255,7,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-05 00:42:00,SIG-002,0,tcp,private,S0,0,0,0,0,0,0,0,0,267,8,1.0,1.0,0.03,0.06,255,26,0.1,1.0,Network Flood / DoS on Signaling Network,1
2026-01-05 00:45:00,SIG-024,12,tcp,pop_3,SF,52,1379,0,0,0,0,1,0,2,1,0.0,0.0,0.5,1.0,124,2,0.02,0.01,Normal Operation,0
2026-01-05 00:48:00,SIG-008,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,293,293,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-05 00:51:00,SIG-011,0,udp,domain_u,SF,30,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,92,9,0.1,0.0,Normal Operation,0
2026-01-05 00:54:00,SIG-013,0,tcp,http,SF,333,1282,0,0,0,0,1,0,11,11,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-05 00:57:00,SIG-017,0,tcp,http,SF,233,1075,0,0,0,0,1,0,5,5,0.0,0.0,1.0,0.0,255,252,0.99,0.0,Normal Operation,0
2026-01-05 01:00:00,SIG-008,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,510,510,0.0,0.0,1.0,0.0,255,246,0.96,0.0,Network Flood / DoS on Signaling Network,1
2026-01-05 01:03:00,SIG-021,0,tcp,ftp_data,SF,8766,0,0,0,0,0,0,0,5,5,0.0,0.0,1.0,0.0,142,61,0.37,0.0,Normal Operation,0
2026-01-05 01:06:00,SIG-018,0,tcp,private,REJ,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,44,2,0.02,0.0,Reconnaissance / Network Scanning,1
2026-01-05 01:09:00,SIG-030,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,295,18,1.0,1.0,0.06,0.06,255,18,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-05 01:12:00,SIG-018,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,228,228,0.0,0.0,1.0,0.0,255,209,0.82,0.0,Network Flood / DoS on Signaling Network,1
2026-01-05 01:15:00,SIG-046,0,tcp,http,SF,197,365,0,0,0,0,1,0,19,35,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-05 01:18:00,SIG-047,0,tcp,http,SF,220,184,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,11,255,1.0,0.0,Normal Operation,0
2026-01-05 01:21:00,SIG-031,0,tcp,http,SF,248,285,0,0,0,0,1,0,7,22,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-05 01:24:00,SIG-038,0,udp,domain_u,SF,45,82,0,0,0,0,0,0,159,160,0.0,0.0,0.99,0.01,255,250,0.98,0.0,Normal Operation,0
2026-01-05 01:27:00,SIG-032,0,tcp,http,SF,202,7817,0,0,0,0,1,0,4,5,0.0,0.0,1.0,0.0,84,255,1.0,0.0,Normal Operation,0
2026-01-05 01:30:00,SIG-011,0,tcp,http,SF,311,4412,0,0,0,0,1,0,3,12,0.0,0.0,1.0,0.0,12,255,1.0,0.0,Normal Operation,0
2026-01-05 01:33:00,SIG-045,0,tcp,ftp_data,OTH,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,161,94,0.32,0.0,Normal Operation,0
2026-01-05 01:36:00,SIG-025,0,udp,domain_u,SF,45,111,0,0,0,0,0,0,312,312,0.0,0.0,1.0,0.0,255,251,0.98,0.0,Normal Operation,0
2026-01-05 01:39:00,SIG-033,6,tcp,smtp,RSTO,0,142,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,6,70,0.17,0.0,Reconnaissance / Network Scanning,1
2026-01-05 01:42:00,SIG-038,0,tcp,http,SF,235,7542,0,0,5,0,1,4,2,2,0.0,0.0,1.0,0.0,2,255,1.0,0.0,Normal Operation,0
2026-01-05 01:45:00,SIG-041,0,tcp,imap4,S0,0,0,0,0,0,0,0,0,259,9,1.0,1.0,0.03,0.06,255,9,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-05 01:48:00,SIG-008,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,5,22,1.0,0.0,Normal Operation,0
2026-01-05 01:51:00,SIG-011,0,tcp,http,SF,218,1630,0,0,0,0,1,0,13,31,0.0,0.0,1.0,0.0,13,255,1.0,0.0,Normal Operation,0
2026-01-05 01:54:00,SIG-022,23,tcp,ftp,SF,336,1072,0,0,6,0,1,0,1,1,0.0,0.0,1.0,0.0,99,11,0.1,0.0,Normal Operation,0
2026-01-05 01:57:00,SIG-024,0,tcp,http,SF,209,5320,0,0,0,0,1,0,16,16,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
